Vardas         Pavarde             ND1  ND2  ND3  ND4  ND5  Egz  
Vardas947      Pavarde947          5    1    10   9    4    9    
Vardas1081     Pavarde1081         6    8    10   1    5    8    
Vardas1082     Pavarde1082         5    4    8    6    7    10   
Vardas8304     Pavarde8304         4    6    1    9    4    5    
Vardas276      Pavarde276          5    4    6    2    3    4    
Vardas1001     Pavarde1001         9    4    2    8    6    7    
Vardas87       Pavarde87           3    9    2    10   6    2    
Vardas36       Pavarde36           6    9    9    8    6    7    
Vardas854      Pavarde854          4    1    10   7    6    5    
Vardas5359     Pavarde5359         6    6    2    3    6    9    
Vardas8665     Pavarde8665         9    7    6    1    9    1    
Vardas3802     Pavarde3802         1    9    3    9    5    1    
Vardas4069     Pavarde4069         7    4    7    2    9    5    
Vardas7632     Pavarde7632         8    3    7    9    7    5    
Vardas9332     Pavarde9332         10   10   3    5    3    6    
Vardas7982     Pavarde7982         5    9    3    3    3    6    
Vardas9532     Pavarde9532         1    2    1    10   2    9    
Vardas1179     Pavarde1179         5    10   7    10   4    2    
Vardas4143     Pavarde4143         10   9    3    7    1    3    
Vardas5829     Pavarde5829         7    2    4    7    3    3    
Vardas3936     Pavarde3936         3    10   4    2    4    10   
Vardas5795     Pavarde5795         7    1    8    8    1    4    
Vardas2677     Pavarde2677         5    2    6    4    3    6    
Vardas5027     Pavarde5027         5    7    3    5    8    7    
Vardas5663     Pavarde5663         2    3    1    4    10   9    
Vardas2268     Pavarde2268         7    3    9    10   7    1    
Vardas6253     Pavarde6253         1    7    5    3    4    4    
Vardas7100     Pavarde7100         6    5    9    10   8    1    
Vardas6872     Pavarde6872         9    2    8    2    3    5    
Vardas7620     Pavarde7620         5    10   6    9    8    3    
Vardas4759     Pavarde4759         6    8    2    6    3    3    
Vardas1022     Pavarde1022         4    6    3    10   3    9    
Vardas5676     Pavarde5676         10   8    8    10   1    9    
Vardas3428     Pavarde3428         5    10   8    8    1    9    
Vardas3657     Pavarde3657         2    8    4    1    4    5    
Vardas7503     Pavarde7503         4    1    9    7    4    10   
Vardas5668     Pavarde5668         10   9    1    3    2    5    
Vardas2487     Pavarde2487         3    9    2    10   10   3    
Vardas2793     Pavarde2793         3    1    7    1    8    3    
Vardas6163     Pavarde6163         1    6    1    4    9    7    
Vardas6035     Pavarde6035         1    1    8    7    1    7    
Vardas5946     Pavarde5946         4    2    4    5    1    10   
Vardas8253     Pavarde8253         3    9    8    1    9    7    
Vardas8688     Pavarde8688         4    8    9    4    7    4    
Vardas8894     Pavarde8894         10   9    6    8    2    6    
Vardas3237     Pavarde3237         5    3    6    3    10   10   
Vardas8432     Pavarde8432         10   4    1    4    8    1    
Vardas7398     Pavarde7398         3    8    4    1    1    10   
Vardas1545     Pavarde1545         7    10   9    9    7    8    
Vardas8617     Pavarde8617         10   3    10   9    5    5    
Vardas2806     Pavarde2806         7    4    8    5    5    3    
Vardas7848     Pavarde7848         6    5    4    1    8    7    
Vardas293      Pavarde293          8    6    7    8    6    8    
Vardas490      Pavarde490          2    10   7    3    4    2    
Vardas5635     Pavarde5635         4    3    3    7    7    1    
Vardas16       Pavarde16           5    5    3    10   7    9    
Vardas6904     Pavarde6904         10   3    8    2    2    1    
Vardas4110     Pavarde4110         9    9    9    9    8    9    
Vardas6919     Pavarde6919         3    9    2    1    3    5    
Vardas1570     Pavarde1570         3    5    7    2    5    1    
Vardas5885     Pavarde5885         1    6    2    4    2    3    
Vardas8742     Pavarde8742         6    4    9    2    9    2    
Vardas4110     Pavarde4110         6    8    10   7    8    3    
Vardas5023     Pavarde5023         4    9    2    4    9    6    
Vardas2124     Pavarde2124         6    1    8    3    7    9    
Vardas7115     Pavarde7115         5    1    7    2    6    2    
Vardas86       Pavarde86           6    8    3    1    6    10   
Vardas5037     Pavarde5037         4    3    3    1    2    4    
Vardas2619     Pavarde2619         1    3    2    3    10   1    
Vardas5485     Pavarde5485         7    2    8    8    9    5    
Vardas9841     Pavarde9841         3    4    4    4    9    10   
Vardas1685     Pavarde1685         7    1    7    4    3    10   
Vardas2278     Pavarde2278         10   1    1    9    1    3    
Vardas1049     Pavarde1049         5    1    4    5    10   10   
Vardas8620     Pavarde8620         10   9    2    3    10   7    
Vardas8541     Pavarde8541         8    2    10   6    4    6    
Vardas7068     Pavarde7068         1    7    2    2    10   3    
Vardas1656     Pavarde1656         2    7    4    4    6    9    
Vardas5024     Pavarde5024         7    3    8    7    10   2    
Vardas2022     Pavarde2022         4    6    4    4    4    2    
Vardas1115     Pavarde1115         3    4    4    9    8    3    
Vardas3935     Pavarde3935         2    7    9    1    3    7    
Vardas6903     Pavarde6903         8    9    6    3    8    5    
Vardas408      Pavarde408          7    8    2    2    7    10   
Vardas573      Pavarde573          7    6    9    9    9    4    
Vardas7252     Pavarde7252         1    10   2    3    7    5    
Vardas6786     Pavarde6786         5    9    10   10   10   7    
Vardas7084     Pavarde7084         6    6    4    1    3    5    
Vardas8996     Pavarde8996         9    7    7    3    5    7    
Vardas5454     Pavarde5454         1    2    10   7    3    7    
Vardas9738     Pavarde9738         1    9    1    7    3    4    
Vardas1706     Pavarde1706         1    1    8    1    10   8    
Vardas1666     Pavarde1666         6    3    1    4    3    10   
Vardas1665     Pavarde1665         7    4    7    7    10   8    
Vardas4244     Pavarde4244         4    9    9    5    10   9    
Vardas2405     Pavarde2405         6    10   9    10   6    5    
Vardas3005     Pavarde3005         9    1    9    3    5    9    
Vardas8247     Pavarde8247         3    9    4    7    7    10   
Vardas6249     Pavarde6249         10   6    10   1    10   5    
Vardas9060     Pavarde9060         2    3    2    5    7    9    
Vardas8338     Pavarde8338         2    3    10   9    10   5    
Vardas9186     Pavarde9186         5    2    2    3    6    7    
Vardas9253     Pavarde9253         3    3    7    3    8    10   
Vardas2465     Pavarde2465         3    9    4    10   8    1    
Vardas9240     Pavarde9240         3    5    6    4    10   10   
Vardas8241     Pavarde8241         4    3    6    10   2    9    
Vardas1503     Pavarde1503         4    3    3    3    1    6    
Vardas7543     Pavarde7543         1    2    5    1    2    4    
Vardas1415     Pavarde1415         9    8    2    1    5    5    
Vardas5217     Pavarde5217         8    1    9    4    5    6    
Vardas3354     Pavarde3354         6    8    2    4    7    7    
Vardas7735     Pavarde7735         6    8    9    2    4    8    
Vardas3881     Pavarde3881         9    5    8    5    9    10   
Vardas7366     Pavarde7366         10   3    6    9    2    10   
Vardas3066     Pavarde3066         10   5    7    2    3    9    
Vardas5532     Pavarde5532         1    1    1    9    2    7    
Vardas5025     Pavarde5025         6    6    9    8    7    9    
Vardas2282     Pavarde2282         10   2    4    3    4    3    
Vardas1177     Pavarde1177         8    6    1    5    6    6    
Vardas3935     Pavarde3935         7    7    7    4    10   7    
Vardas905      Pavarde905          6    2    6    8    4    6    
Vardas5461     Pavarde5461         1    9    2    5    2    5    
Vardas5276     Pavarde5276         6    8    5    1    7    1    
Vardas3645     Pavarde3645         2    9    10   8    1    5    
Vardas8161     Pavarde8161         2    9    3    7    8    9    
Vardas2733     Pavarde2733         4    10   2    9    1    9    
Vardas8352     Pavarde8352         10   7    2    8    4    4    
Vardas40       Pavarde40           1    7    9    4    10   2    
Vardas2422     Pavarde2422         6    10   4    8    5    8    
Vardas2880     Pavarde2880         3    6    3    7    3    7    
Vardas3994     Pavarde3994         5    5    3    7    2    10   
Vardas1626     Pavarde1626         8    8    8    4    4    3    
Vardas576      Pavarde576          2    8    5    9    3    9    
Vardas5727     Pavarde5727         5    3    3    8    6    5    
Vardas1406     Pavarde1406         6    7    10   5    2    6    
Vardas817      Pavarde817          3    1    7    10   2    9    
Vardas6272     Pavarde6272         3    7    6    10   7    2    
Vardas7197     Pavarde7197         2    2    10   7    4    2    
Vardas4606     Pavarde4606         3    6    9    1    3    4    
Vardas8247     Pavarde8247         1    7    6    4    10   4    
Vardas5304     Pavarde5304         2    3    5    8    1    8    
Vardas9816     Pavarde9816         2    7    8    4    5    7    
Vardas5559     Pavarde5559         3    7    8    3    10   7    
Vardas2402     Pavarde2402         10   3    8    8    6    7    
Vardas7947     Pavarde7947         6    10   7    5    8    2    
Vardas4630     Pavarde4630         2    4    5    2    9    10   
Vardas9431     Pavarde9431         7    4    8    7    10   3    
Vardas7003     Pavarde7003         4    2    10   4    7    3    
Vardas1671     Pavarde1671         10   1    3    2    4    7    
Vardas884      Pavarde884          7    7    5    5    2    6    
Vardas1746     Pavarde1746         2    7    6    1    10   9    
Vardas5794     Pavarde5794         4    9    7    3    10   6    
Vardas6833     Pavarde6833         3    1    4    7    6    8    
Vardas6011     Pavarde6011         2    7    3    6    2    2    
Vardas3910     Pavarde3910         2    10   3    8    5    4    
Vardas8049     Pavarde8049         4    6    8    9    8    9    
Vardas5394     Pavarde5394         5    10   1    7    5    2    
Vardas1235     Pavarde1235         2    10   3    2    7    9    
Vardas4748     Pavarde4748         2    2    5    2    6    8    
Vardas1248     Pavarde1248         1    5    6    6    7    2    
Vardas9711     Pavarde9711         3    8    2    6    3    4    
Vardas1933     Pavarde1933         5    10   10   3    6    7    
Vardas2209     Pavarde2209         6    10   10   3    2    3    
Vardas2089     Pavarde2089         3    2    5    6    3    1    
Vardas397      Pavarde397          7    10   4    4    2    7    
Vardas9115     Pavarde9115         5    2    4    4    3    9    
Vardas9028     Pavarde9028         6    9    3    6    7    6    
Vardas1036     Pavarde1036         5    4    4    10   7    3    
Vardas1350     Pavarde1350         1    5    6    6    3    9    
Vardas307      Pavarde307          5    4    3    1    7    1    
Vardas7137     Pavarde7137         5    10   2    4    9    8    
Vardas4966     Pavarde4966         3    8    7    5    8    3    
Vardas9878     Pavarde9878         4    5    8    6    10   4    
Vardas1523     Pavarde1523         2    1    3    9    8    6    
Vardas590      Pavarde590          1    8    4    1    4    5    
Vardas333      Pavarde333          7    7    2    4    7    6    
Vardas1114     Pavarde1114         4    2    5    10   3    5    
Vardas5239     Pavarde5239         5    5    10   5    2    2    
Vardas7334     Pavarde7334         5    1    5    6    4    2    
Vardas9743     Pavarde9743         2    8    3    6    9    3    
Vardas4617     Pavarde4617         1    5    1    4    10   8    
Vardas5769     Pavarde5769         4    3    7    7    9    8    
Vardas6547     Pavarde6547         6    1    9    7    1    10   
Vardas3259     Pavarde3259         5    7    1    9    6    4    
Vardas2372     Pavarde2372         9    2    4    10   7    9    
Vardas2775     Pavarde2775         9    1    8    1    4    8    
Vardas3680     Pavarde3680         8    7    5    2    3    1    
Vardas1184     Pavarde1184         8    10   1    3    8    5    
Vardas1163     Pavarde1163         3    10   9    2    10   1    
Vardas27       Pavarde27           6    8    4    9    5    10   
Vardas1326     Pavarde1326         3    1    3    6    3    4    
Vardas1333     Pavarde1333         5    1    2    2    9    3    
Vardas2833     Pavarde2833         9    4    8    2    9    1    
Vardas6278     Pavarde6278         4    9    4    3    3    1    
Vardas5749     Pavarde5749         1    3    9    9    4    2    
Vardas5400     Pavarde5400         10   8    5    10   2    5    
Vardas9410     Pavarde9410         10   5    5    7    5    1    
Vardas767      Pavarde767          9    6    1    3    7    7    
Vardas2735     Pavarde2735         1    4    8    10   4    10   
Vardas9402     Pavarde9402         7    3    3    6    8    8    
Vardas450      Pavarde450          5    9    4    2    6    6    
Vardas6523     Pavarde6523         9    3    9    1    3    6    
Vardas4272     Pavarde4272         9    4    6    1    8    1    
Vardas5914     Pavarde5914         9    10   3    5    6    2    
Vardas2361     Pavarde2361         2    8    2    1    9    1    
Vardas9357     Pavarde9357         3    1    2    1    8    1    
Vardas6361     Pavarde6361         7    5    5    8    6    9    
Vardas2289     Pavarde2289         1    2    5    8    9    3    
Vardas7037     Pavarde7037         6    3    3    5    4    3    
Vardas9727     Pavarde9727         6    4    9    9    2    3    
Vardas9614     Pavarde9614         6    5    10   1    2    3    
Vardas8735     Pavarde8735         2    10   6    5    9    8    
Vardas2975     Pavarde2975         8    6    2    2    10   2    
Vardas4289     Pavarde4289         3    4    1    4    6    5    
Vardas1525     Pavarde1525         3    9    8    5    4    10   
Vardas7220     Pavarde7220         3    7    3    6    9    6    
Vardas41       Pavarde41           10   7    9    1    2    2    
Vardas5218     Pavarde5218         10   3    4    10   8    6    
Vardas9665     Pavarde9665         9    8    7    5    8    10   
Vardas7680     Pavarde7680         6    4    2    8    10   1    
Vardas2118     Pavarde2118         4    3    7    4    4    9    
Vardas3212     Pavarde3212         4    5    2    9    8    2    
Vardas2175     Pavarde2175         7    9    4    1    9    1    
Vardas6511     Pavarde6511         7    4    10   4    8    4    
Vardas4979     Pavarde4979         7    8    1    1    1    8    
Vardas3349     Pavarde3349         7    6    5    6    7    2    
Vardas2671     Pavarde2671         3    3    4    1    9    4    
Vardas9343     Pavarde9343         5    9    4    8    6    6    
Vardas2534     Pavarde2534         8    4    5    6    5    9    
Vardas1202     Pavarde1202         1    9    2    10   3    9    
Vardas8262     Pavarde8262         9    6    1    4    1    5    
Vardas7571     Pavarde7571         3    1    10   10   4    2    
Vardas5405     Pavarde5405         8    9    3    9    1    1    
Vardas286      Pavarde286          2    7    8    6    6    1    
Vardas8227     Pavarde8227         5    5    7    1    6    3    
Vardas6605     Pavarde6605         5    3    9    3    9    6    
Vardas6058     Pavarde6058         7    2    4    8    6    4    
Vardas8668     Pavarde8668         3    4    4    6    9    8    
Vardas9294     Pavarde9294         2    8    9    2    3    10   
Vardas1015     Pavarde1015         8    1    5    2    2    2    
Vardas140      Pavarde140          4    5    5    4    1    7    
Vardas9657     Pavarde9657         1    8    1    8    4    7    
Vardas3384     Pavarde3384         10   6    7    9    5    5    
Vardas4563     Pavarde4563         8    8    2    1    7    1    
Vardas7471     Pavarde7471         6    1    5    6    8    4    
Vardas1205     Pavarde1205         2    8    8    3    10   8    
Vardas6672     Pavarde6672         4    6    7    9    8    8    
Vardas6707     Pavarde6707         1    10   3    7    5    3    
Vardas9288     Pavarde9288         1    4    8    8    1    6    
Vardas1059     Pavarde1059         4    4    6    10   5    8    
Vardas2915     Pavarde2915         10   8    6    3    3    7    
Vardas9467     Pavarde9467         7    3    7    2    6    10   
Vardas9914     Pavarde9914         5    7    8    6    5    8    
Vardas8463     Pavarde8463         7    5    7    7    5    6    
Vardas2663     Pavarde2663         3    2    7    6    1    4    
Vardas3286     Pavarde3286         5    3    1    6    8    10   
Vardas734      Pavarde734          9    10   10   2    5    5    
Vardas1599     Pavarde1599         9    9    4    9    6    4    
Vardas3608     Pavarde3608         10   7    7    4    9    10   
Vardas4534     Pavarde4534         10   4    10   10   9    7    
Vardas5234     Pavarde5234         9    3    2    1    4    10   
Vardas2189     Pavarde2189         1    1    3    6    2    1    
Vardas3698     Pavarde3698         5    9    8    5    7    10   
Vardas255      Pavarde255          4    7    6    5    9    8    
Vardas6046     Pavarde6046         10   7    3    8    10   9    
Vardas2596     Pavarde2596         3    9    1    3    3    6    
Vardas1649     Pavarde1649         7    1    7    4    4    9    
Vardas918      Pavarde918          2    2    1    5    5    8    
Vardas6512     Pavarde6512         1    2    8    4    8    9    
Vardas4985     Pavarde4985         7    10   8    7    3    4    
Vardas4775     Pavarde4775         5    1    8    10   1    1    
Vardas166      Pavarde166          4    10   1    6    10   8    
Vardas3471     Pavarde3471         9    9    1    2    2    9    
Vardas379      Pavarde379          9    9    8    2    4    9    
Vardas1724     Pavarde1724         10   9    1    6    10   8    
Vardas3411     Pavarde3411         6    10   8    2    7    4    
Vardas1075     Pavarde1075         5    2    8    3    3    10   
Vardas8685     Pavarde8685         1    3    2    10   5    9    
Vardas8172     Pavarde8172         3    6    5    1    4    4    
Vardas1042     Pavarde1042         5    5    3    7    4    7    
Vardas2025     Pavarde2025         4    5    10   6    2    3    
Vardas6275     Pavarde6275         6    6    10   10   10   8    
Vardas5980     Pavarde5980         2    4    3    7    4    10   
Vardas4072     Pavarde4072         5    8    2    7    6    5    
Vardas2288     Pavarde2288         4    6    1    5    9    2    
Vardas3627     Pavarde3627         7    3    3    8    8    6    
Vardas1581     Pavarde1581         9    7    5    7    10   9    
Vardas6306     Pavarde6306         4    5    8    8    5    10   
Vardas1608     Pavarde1608         10   3    7    3    4    6    
Vardas4974     Pavarde4974         4    3    1    7    6    8    
Vardas9622     Pavarde9622         10   1    2    1    10   3    
Vardas7189     Pavarde7189         2    5    5    2    7    9    
Vardas9052     Pavarde9052         5    4    9    3    10   1    
Vardas3528     Pavarde3528         5    3    7    4    5    4    
Vardas2251     Pavarde2251         5    6    6    1    8    10   
Vardas3078     Pavarde3078         8    9    3    9    9    8    
Vardas830      Pavarde830          9    3    2    3    1    4    
Vardas2708     Pavarde2708         10   7    2    1    7    3    
Vardas6995     Pavarde6995         3    5    5    10   6    6    
Vardas28       Pavarde28           5    10   6    7    6    7    
Vardas8115     Pavarde8115         9    10   3    7    8    6    
Vardas1243     Pavarde1243         10   10   9    2    9    5    
Vardas2234     Pavarde2234         1    8    2    6    1    4    
Vardas6453     Pavarde6453         8    8    6    10   9    5    
Vardas9775     Pavarde9775         3    1    1    5    8    8    
Vardas9965     Pavarde9965         8    4    8    6    5    7    
Vardas9218     Pavarde9218         8    8    2    8    10   3    
Vardas5991     Pavarde5991         5    3    5    10   10   6    
Vardas2835     Pavarde2835         3    10   7    6    2    4    
Vardas768      Pavarde768          10   4    5    7    2    5    
Vardas1792     Pavarde1792         1    3    4    9    9    1    
Vardas4920     Pavarde4920         3    9    8    4    5    9    
Vardas4325     Pavarde4325         3    2    6    2    7    1    
Vardas3401     Pavarde3401         10   7    4    5    7    7    
Vardas2917     Pavarde2917         10   6    2    8    10   5    
Vardas4623     Pavarde4623         10   4    10   9    1    9    
Vardas287      Pavarde287          8    7    8    2    6    4    
Vardas3961     Pavarde3961         5    8    1    5    1    9    
Vardas2843     Pavarde2843         8    9    9    2    9    4    
Vardas4971     Pavarde4971         4    5    9    10   8    9    
Vardas4347     Pavarde4347         3    2    9    1    2    1    
Vardas3978     Pavarde3978         4    1    6    7    2    8    
Vardas513      Pavarde513          10   8    8    3    7    1    
Vardas3588     Pavarde3588         9    4    1    6    7    1    
Vardas542      Pavarde542          5    7    1    9    7    8    
Vardas3498     Pavarde3498         5    3    7    7    2    4    
Vardas2249     Pavarde2249         3    10   3    6    9    8    
Vardas8113     Pavarde8113         5    2    7    2    1    10   
Vardas676      Pavarde676          9    3    9    7    10   10   
Vardas903      Pavarde903          3    5    1    5    9    6    
Vardas7153     Pavarde7153         2    5    1    10   4    6    
Vardas3481     Pavarde3481         8    4    5    8    9    8    
Vardas8571     Pavarde8571         3    2    3    8    6    8    
Vardas2250     Pavarde2250         8    1    1    8    6    7    
Vardas1760     Pavarde1760         7    5    7    5    10   10   
Vardas9198     Pavarde9198         4    7    5    4    3    4    
Vardas8723     Pavarde8723         8    9    4    6    7    6    
Vardas5816     Pavarde5816         3    3    5    6    6    9    
Vardas6418     Pavarde6418         1    4    10   10   10   8    
Vardas6919     Pavarde6919         10   5    5    9    8    5    
Vardas645      Pavarde645          9    1    1    5    5    6    
Vardas8903     Pavarde8903         5    6    10   9    3    9    
Vardas5654     Pavarde5654         4    6    3    4    3    2    
Vardas556      Pavarde556          3    9    6    7    8    1    
Vardas6419     Pavarde6419         3    7    2    8    10   1    
Vardas462      Pavarde462          8    7    4    4    1    9    
Vardas6518     Pavarde6518         5    5    10   8    3    6    
Vardas1543     Pavarde1543         5    3    4    9    1    7    
Vardas2735     Pavarde2735         1    3    3    5    4    10   
Vardas9361     Pavarde9361         8    10   7    5    7    10   
Vardas7175     Pavarde7175         5    10   4    8    3    4    
Vardas2361     Pavarde2361         6    10   7    4    6    2    
Vardas4318     Pavarde4318         1    7    7    1    8    7    
Vardas139      Pavarde139          1    3    2    5    3    6    
Vardas3123     Pavarde3123         9    7    1    2    2    10   
Vardas8379     Pavarde8379         3    3    8    3    3    10   
Vardas7871     Pavarde7871         2    5    9    6    7    5    
Vardas2252     Pavarde2252         9    6    5    4    4    9    
Vardas9908     Pavarde9908         1    5    2    2    7    2    
Vardas2182     Pavarde2182         9    6    9    4    1    2    
Vardas664      Pavarde664          10   1    1    7    5    6    
Vardas8484     Pavarde8484         9    5    9    5    8    3    
Vardas9283     Pavarde9283         5    4    8    10   1    4    
Vardas884      Pavarde884          7    6    8    7    9    9    
Vardas593      Pavarde593          5    10   10   3    8    1    
Vardas224      Pavarde224          4    3    10   2    5    3    
Vardas5792     Pavarde5792         5    6    6    3    5    10   
Vardas2472     Pavarde2472         4    5    6    3    6    9    
Vardas4148     Pavarde4148         7    10   8    6    5    5    
Vardas3588     Pavarde3588         9    5    8    5    6    7    
Vardas5379     Pavarde5379         10   10   4    10   9    3    
Vardas8107     Pavarde8107         10   1    7    6    9    1    
Vardas4643     Pavarde4643         6    9    2    3    4    10   
Vardas1946     Pavarde1946         5    9    3    8    9    7    
Vardas5764     Pavarde5764         5    2    7    5    9    1    
Vardas6616     Pavarde6616         7    10   3    5    9    8    
Vardas8235     Pavarde8235         7    1    5    3    5    7    
Vardas2042     Pavarde2042         7    6    10   8    9    7    
Vardas2774     Pavarde2774         9    8    9    1    8    6    
Vardas9162     Pavarde9162         2    10   9    7    6    4    
Vardas7305     Pavarde7305         4    6    7    4    7    2    
Vardas4362     Pavarde4362         10   5    10   6    3    9    
Vardas8730     Pavarde8730         3    9    4    4    10   2    
Vardas3541     Pavarde3541         8    1    7    3    1    2    
Vardas9354     Pavarde9354         5    4    6    3    1    5    
Vardas3240     Pavarde3240         7    3    7    10   2    2    
Vardas258      Pavarde258          9    8    9    10   6    5    
Vardas6274     Pavarde6274         3    6    1    7    3    7    
Vardas4216     Pavarde4216         10   7    10   5    4    7    
Vardas1813     Pavarde1813         1    8    3    2    5    7    
Vardas8259     Pavarde8259         10   10   6    3    3    10   
Vardas8558     Pavarde8558         3    2    8    9    7    8    
Vardas5570     Pavarde5570         8    6    4    1    9    2    
Vardas5012     Pavarde5012         5    7    1    8    8    7    
Vardas2048     Pavarde2048         9    7    5    8    6    5    
Vardas213      Pavarde213          4    8    4    6    5    7    
Vardas1276     Pavarde1276         9    9    7    2    6    10   
Vardas4787     Pavarde4787         1    4    4    3    10   5    
Vardas1892     Pavarde1892         8    5    6    6    3    10   
Vardas5099     Pavarde5099         1    4    3    9    8    2    
Vardas5112     Pavarde5112         8    4    2    3    4    4    
Vardas7192     Pavarde7192         4    9    8    6    9    3    
Vardas2431     Pavarde2431         7    8    8    4    4    6    
Vardas7067     Pavarde7067         1    3    4    7    1    1    
Vardas3813     Pavarde3813         10   9    5    3    4    7    
Vardas3392     Pavarde3392         1    8    4    5    1    5    
Vardas6019     Pavarde6019         6    9    4    4    8    2    
Vardas8211     Pavarde8211         8    9    5    1    2    4    
Vardas9397     Pavarde9397         7    9    10   4    6    7    
Vardas980      Pavarde980          6    4    7    6    1    9    
Vardas7487     Pavarde7487         9    1    3    7    3    6    
Vardas3567     Pavarde3567         4    1    7    8    7    3    
Vardas3907     Pavarde3907         3    8    4    6    7    3    
Vardas909      Pavarde909          4    10   10   9    7    4    
Vardas8476     Pavarde8476         5    3    10   7    7    4    
Vardas21       Pavarde21           6    8    3    3    7    3    
Vardas5910     Pavarde5910         3    3    5    10   7    3    
Vardas1321     Pavarde1321         2    1    6    6    4    2    
Vardas3463     Pavarde3463         7    7    4    8    10   9    
Vardas2049     Pavarde2049         9    8    9    9    8    8    
Vardas6064     Pavarde6064         6    9    10   10   4    10   
Vardas2686     Pavarde2686         10   4    1    4    6    2    
Vardas3760     Pavarde3760         10   8    7    8    2    3    
Vardas4194     Pavarde4194         5    10   10   2    8    3    
Vardas7099     Pavarde7099         8    5    2    1    2    8    
Vardas3838     Pavarde3838         7    3    9    5    5    10   
Vardas7314     Pavarde7314         1    6    2    7    9    7    
Vardas6740     Pavarde6740         1    4    9    6    1    1    
Vardas7189     Pavarde7189         1    2    1    6    10   6    
Vardas203      Pavarde203          7    3    5    8    3    5    
Vardas5506     Pavarde5506         7    6    7    5    7    10   
Vardas4047     Pavarde4047         8    8    6    7    1    6    
Vardas2074     Pavarde2074         4    8    10   4    4    7    
Vardas4333     Pavarde4333         3    9    9    10   1    1    
Vardas4332     Pavarde4332         6    1    8    1    9    6    
Vardas1375     Pavarde1375         1    9    2    5    7    10   
Vardas4913     Pavarde4913         10   5    5    3    4    2    
Vardas6913     Pavarde6913         6    7    9    1    3    3    
Vardas7130     Pavarde7130         4    8    4    1    1    6    
Vardas9669     Pavarde9669         1    8    1    8    4    10   
Vardas922      Pavarde922          8    8    10   9    6    7    
Vardas5605     Pavarde5605         10   3    5    5    4    2    
Vardas9655     Pavarde9655         6    6    6    7    5    5    
Vardas1982     Pavarde1982         3    10   9    1    10   5    
Vardas4072     Pavarde4072         3    10   1    10   2    10   
Vardas1121     Pavarde1121         7    6    5    6    2    9    
Vardas805      Pavarde805          2    8    8    4    2    5    
Vardas2531     Pavarde2531         1    6    2    9    1    6    
Vardas1210     Pavarde1210         2    4    7    8    4    3    
Vardas1751     Pavarde1751         8    1    9    6    3    6    
Vardas3018     Pavarde3018         3    9    10   10   6    3    
Vardas1616     Pavarde1616         3    3    3    1    8    6    
Vardas5983     Pavarde5983         8    9    2    7    9    2    
Vardas3406     Pavarde3406         5    2    8    5    4    10   
Vardas2449     Pavarde2449         6    9    1    8    8    10   
Vardas792      Pavarde792          5    5    1    4    7    2    
Vardas1114     Pavarde1114         8    6    10   3    5    9    
Vardas2107     Pavarde2107         4    5    7    1    2    6    
Vardas3983     Pavarde3983         7    8    1    5    9    4    
Vardas4105     Pavarde4105         5    10   4    5    5    8    
Vardas979      Pavarde979          3    7    4    1    7    8    
Vardas913      Pavarde913          9    8    4    6    1    7    
Vardas1667     Pavarde1667         7    9    4    2    4    7    
Vardas1036     Pavarde1036         9    6    3    8    9    10   
Vardas9647     Pavarde9647         6    4    7    10   5    4    
Vardas6506     Pavarde6506         5    10   1    10   3    5    
Vardas7650     Pavarde7650         7    4    4    6    9    7    
Vardas9744     Pavarde9744         10   9    2    9    8    4    
Vardas785      Pavarde785          8    3    3    6    6    2    
Vardas5286     Pavarde5286         4    6    1    5    2    7    
Vardas467      Pavarde467          2    10   8    7    7    8    
Vardas4534     Pavarde4534         4    10   5    8    7    5    
Vardas6290     Pavarde6290         2    6    2    1    9    6    
Vardas6340     Pavarde6340         9    1    2    5    6    6    
Vardas9783     Pavarde9783         7    8    2    2    3    7    
Vardas1695     Pavarde1695         5    6    10   8    3    5    
Vardas9869     Pavarde9869         2    8    3    3    5    7    
Vardas687      Pavarde687          3    9    4    6    1    4    
Vardas9692     Pavarde9692         5    8    7    6    2    6    
Vardas1013     Pavarde1013         1    2    2    2    1    1    
Vardas8335     Pavarde8335         10   2    1    4    2    1    
Vardas7386     Pavarde7386         3    4    10   2    7    6    
Vardas707      Pavarde707          6    5    9    8    10   1    
Vardas952      Pavarde952          2    6    1    10   2    8    
Vardas4318     Pavarde4318         4    7    4    5    4    6    
Vardas3758     Pavarde3758         10   10   10   1    3    9    
Vardas2719     Pavarde2719         2    2    5    9    8    3    
Vardas3738     Pavarde3738         1    10   2    9    9    8    
Vardas3175     Pavarde3175         5    7    2    1    9    3    
Vardas5219     Pavarde5219         8    4    7    7    8    7    
Vardas6928     Pavarde6928         9    10   10   10   2    9    
Vardas6012     Pavarde6012         7    1    2    5    3    3    
Vardas4142     Pavarde4142         9    8    5    3    7    10   
Vardas7693     Pavarde7693         10   10   7    2    1    10   
Vardas527      Pavarde527          3    5    3    9    7    10   
Vardas1466     Pavarde1466         8    3    4    9    4    2    
Vardas7681     Pavarde7681         4    8    10   7    5    10   
Vardas7928     Pavarde7928         2    8    8    6    4    3    
Vardas2155     Pavarde2155         8    3    10   1    9    7    
Vardas5412     Pavarde5412         4    5    6    1    4    9    
Vardas2044     Pavarde2044         2    5    10   10   5    7    
Vardas8695     Pavarde8695         5    5    7    6    1    8    
Vardas2516     Pavarde2516         8    7    7    4    1    5    
